sys_time,dx,dy,dz,stim_state,global_trial_id
3520.0,0.006288,0.0,0.0,1,3
3530.0,0.008035,0.0,0.0,1,3
3540.0,0.004602,0.0,0.0,1,3
3550.0,0.008249,0.0,0.0,1,3
3560.0,0.007309,0.0,0.0,1,3
3570.0,0.006322,0.0,0.0,1,3
3580.0,0.007898,0.0,0.0,1,3
3590.0,0.005790,0.0,0.0,1,3
3600.0,0.008814,0.0,0.0,1,3
3610.0,0.006323,0.0,0.0,1,3
3620.0,0.006316,0.0,0.0,1,3
3630.0,0.007430,0.0,0.0,1,3
3640.0,0.006866,0.0,0.0,1,3
3650.0,0.007469,0.0,0.0,1,3
3660.0,0.006359,0.0,0.0,1,3
3670.0,0.007919,0.0,0.0,1,3
3680.0,0.005935,0.0,0.0,1,3
3690.0,0.007959,0.0,0.0,1,3
3700.0,0.006430,0.0,0.0,1,3
3710.0,0.005418,0.0,0.0,1,3
3720.0,0.008088,0.0,0.0,1,3
3730.0,0.006635,0.0,0.0,1,3
3740.0,0.008022,0.0,0.0,1,3
3750.0,0.005323,0.0,0.0,1,3
3760.0,0.007954,0.0,0.0,1,3
3770.0,0.007703,0.0,0.0,1,3
3780.0,0.006207,0.0,0.0,1,3
3790.0,0.007914,0.0,0.0,1,3
3800.0,0.005421,0.0,0.0,1,3
3810.0,0.007579,0.0,0.0,1,3
3820.0,0.007172,0.0,0.0,1,3
3830.0,0.006314,0.0,0.0,1,3
3840.0,0.007264,0.0,0.0,1,3
3850.0,0.007286,0.0,0.0,1,3
3860.0,0.007388,0.0,0.0,1,3
3870.0,0.007039,0.0,0.0,1,3
3880.0,0.006867,0.0,0.0,1,3
3890.0,0.005731,0.0,0.0,1,3
3900.0,0.006986,0.0,0.0,1,3
3910.0,0.007447,0.0,0.0,1,3
3920.0,0.007133,0.0,0.0,1,3
3930.0,0.007849,0.0,0.0,1,3
3940.0,0.006222,0.0,0.0,1,3
3950.0,0.005628,0.0,0.0,1,3
3960.0,0.008048,0.0,0.0,1,3
3970.0,0.006956,0.0,0.0,1,3
3980.0,0.007187,0.0,0.0,1,3
3990.0,0.007295,0.0,0.0,1,3
4000.0,0.007152,0.0,0.0,1,3
4010.0,0.007684,0.0,0.0,1,3
4020.0,0.004427,0.0,0.0,1,3
4030.0,0.008181,0.0,0.0,1,3
4040.0,0.006095,0.0,0.0,1,3
4050.0,0.008437,0.0,0.0,1,3
4060.0,0.006558,0.0,0.0,1,3
4070.0,0.006134,0.0,0.0,1,3
4080.0,0.008304,0.0,0.0,1,3
4090.0,0.006339,0.0,0.0,1,3
4100.0,0.007553,0.0,0.0,1,3
4110.0,0.006188,0.0,0.0,1,3
4120.0,0.006739,0.0,0.0,1,3
4130.0,0.006876,0.0,0.0,1,3
4140.0,0.007362,0.0,0.0,1,3
4150.0,0.007796,0.0,0.0,1,3
4160.0,0.005112,0.0,0.0,1,3
4170.0,0.009477,0.0,0.0,1,3
4180.0,0.006122,0.0,0.0,1,3
4190.0,0.006626,0.0,0.0,1,3
4200.0,0.008037,0.0,0.0,1,3
4210.0,0.004893,0.0,0.0,1,3
4220.0,0.007911,0.0,0.0,1,3
4230.0,0.007225,0.0,0.0,1,3
4240.0,0.007476,0.0,0.0,1,3
4250.0,0.005940,0.0,0.0,1,3
4260.0,0.006284,0.0,0.0,1,3
4270.0,0.007935,0.0,0.0,1,3
4280.0,0.007417,0.0,0.0,1,3
